_id,latitude,longitude,elevation,soil_ph,soil_nitrogen,soil_phosphorus,soil_potassium,soil_moisture,soil_cec,avg_temperature,min_temperature,avg_humidity,min_humidity,avg_wind_speed,total_rainfall,traditional_crop[0],traditional_crop[1],traditional_crop[2],recommended_crop[0],recommended_crop[1],recommended_crop[2]
67e0148c8a14755879d99bca,22.1,86.2,372,6.1,212,292.0,196,393,196,31.01,21.29,87.33,47.68,13.69,1692.3,Achocha,Papaya,Cowpea,Curry Leaf,Job's Tears,Lotus (Nelumbo nucifera)
67e0148e8a14755879d99bcb,22.1,85.0,496,6.0,245,317.0,281,387,281,30.8,20.94,86.16,47.18,12.93,1927.2,Vetiver,Soursop,Arrowroot,Mammee Apple,Uapaca kirkiana (Sugarplum),Egusi Melon
67e0148f8a14755879d99bcc,22.1,86.5,120,6.0,209,236.0,195,411,195,32.2,22.1,87.28,49.13,12.73,1964.4,Opo Squash,Alpinia purpurata (Red Ginger),Ice Cream Bean,Wax Gourd,Turban Squash,Safou
67e0148f8a14755879d99bcd,22.1,86.3,343,6.1,161,274.0,198,403,198,30.96,21.36,87.39,48.78,13.45,1829.2,Finger Millet (Eleusine coracana - another variety),Abiu,Peas,Luffa Gourd,Polygonum minus (Kesum),Ice Cream Bean (Inga edulis - another variety)
67e014908a14755879d99bce,22.1,86.6,63,6.1,193,206.0,173,396,173,32.43,21.78,88.9,49.46,12.74,1989.2,Long Pepper,Turmeric (Curcuma longa - another variety),Kokum,Chrysophyllum albidum (African Star Apple),Pili Nut (Canarium ovatum - another variety),Bignay
67e014958a14755879d99bcf,22.1,87.0,89,6.3,150,199.0,185,364,185,31.9,22.24,92.28,50.61,14.46,1900.8,Kersting's Groundnut,Polygonum minus (Kesum),Kangkong,Teak,Pineapple,Mesta
67e014978a14755879d99bd0,22.1,87.2,30,6.7,149,207.0,176,347,176,32.16,22.62,92.4,51.01,14.59,1957.0,Drumstick (Moringa oleifera - another variety),Rambutan (Nephelium lappaceum - adaptability considerations),Air Potato,Baccaurea motleyana (Rambai),Water Lily (Nymphaea),Ixora
67e014998a14755879d99bd1,22.1,86.0,403,6.1,153,201.0,216,395,216,30.58,20.45,88.9,47.14,14.32,1708.2,Curry Leaf,Velvet Bean,Delicata Squash,Mangosteen (Garcinia mangostana - adaptability considerations),Pepper,Pili Nut (Canarium ovatum - another variety)
67e014998a14755879d99bd2,22.1,87.3,32,6.4,134,207.0,181,361,181,32.1,22.61,92.7,50.65,14.44,1913.1,Sponge Gourd (Luffa aegyptiaca),Barringtonia procera (Cutnut),Opo Squash,Inocarpus fagifer (Tahitian Chestnut),Lotus (Nelumbo nucifera),Pineapple
67e014a08a14755879d99bd5,22.1,87.5,9,6.7,149,269.0,184,359,184,31.94,22.69,93.35,53.74,14.44,2127.6,Banana,Mango,Orange,Mussaenda,Alocasia,Barringtonia procera (Cutnut)
67e014a18a14755879d99bd6,22.2,83.7,438,6.6,247,317.0,375,391,375,30.82,20.73,79.98,45.11,13.83,1742.9,Pomegranate,Corchorus olitorius (Jute Mallow - another variety),Nectarine,Dacryodes edulis (Safou),Bamboo,Kepel Apple
67e014aa8a14755879d99bdd,22.2,83.6,492,6.8,212,260.0,379,389,379,30.83,20.78,79.23,43.69,14.15,1779.0,Fava Bean,Pigeonpea,Orange,Jenipapo,Velvet Bean,Lotus (Nelumbo nucifera)
67e014b58a14755879d99be8,22.2,85.1,369,6.1,274,309.0,285,383,285,30.94,21.19,85.03,47.47,13.68,1837.7,Galangal,Pili Nut (Canarium ovatum - another variety),Barley,Cinnamon,Thunbergia grandiflora (Bengal Clockvine),Ice Cream Bean (Inga edulis - another variety)
67e014b78a14755879d99be9,22.2,84.7,223,6.5,214,252.0,268,395,268,31.95,21.51,87.82,46.75,12.9,1913.0,Breadfruit,Field Bean,Costus speciosus (Crepe Ginger),Betel Vine,Areca Palm,Calla Lily
67e014bd8a14755879d99beb,22.2,84.8,207,6.5,207,256.0,258,399,258,32.12,21.11,88.05,46.07,12.26,1997.6,Hibiscus,Ginger,Bacuri,Lagos Spinach,Long Pepper,Jenipapo
67e014bf8a14755879d99bed,22.2,85.7,486,6.5,232,218.0,260,387,260,30.45,20.4,87.84,46.02,15.4,1576.5,Salak,Chickpea (Cicer arietinum - another variety),Arhar,Mussaenda,Kangkong,Malanga
67e014c28a14755879d99bf0,22.2,85.6,438,6.3,175,204.0,291,378,291,30.46,20.11,88.18,45.95,14.4,1608.5,Sweet Dumpling Squash,Ivy Gourd,Pecan,Urad,Moong,Breadfruit
67e014c48a14755879d99bf1,22.2,86.1,273,6.1,150,168.0,191,410,191,31.73,21.21,88.21,46.18,13.54,1718.4,Dolichos Bean (Lablab purpureus - another variety),Arrowhead,African Yam Bean,Mizuna,Spider Lily,Barringtonia procera (Cutnut)
67e014c68a14755879d99bf2,22.2,85.5,391,6.3,162,213.0,267,403,267,30.92,20.4,87.54,46.07,13.93,1587.8,Achocha,Clove,Mussaenda,Jenipapo,Monkey Jackfruit,Coconut
67e014c78a14755879d99bf3,22.2,85.3,344,6.0,265,259.0,259,387,259,31.31,21.53,85.93,47.07,12.99,1793.9,Star Anise,Corn,Ixora,Canna Lily,Malabar Spinach,Maize
67e014ca8a14755879d99bf4,22.2,85.8,422,6.1,231,208.0,220,397,220,30.57,21.04,87.48,47.44,15.55,1730.4,Sponge Gourd (Luffa aegyptiaca),Lagos Spinach,Mussaenda,Solanum macrocarpon (African Eggplant),Arecanut,Hubbard Squash
67e014ce8a14755879d99bf5,22.2,86.5,157,6.0,194,273.0,183,396,183,32.09,22.17,87.04,48.36,13.37,1890.1,Kava,Bell Pepper,Moth Bean,Gnetum africanum (Eru/Afang),Dolichos Bean (Lablab purpureus - another variety),Betel Vine
67e014cf8a14755879d99bf7,22.2,86.9,45,6.3,157,205.0,166,395,166,32.3,22.42,91.85,50.12,13.59,1992.9,Ridge Gourd (Luffa acutangula - another variety),Thunbergia grandiflora (Bengal Clockvine),Patchouli,Lotus (Nelumbo nucifera),Rain Lily,Oil Palm
67e014d08a14755879d99bf8,22.2,87.0,39,6.4,172,225.0,159,380,159,32.35,22.41,92.4,50.2,14.23,2096.6,Tapioca,Bird of Paradise (Strelitzia),Kava,Etlingera elatior (Torch Ginger),Imbe,Wax Gourd
67e014d38a14755879d99bf9,22.2,86.2,280,6.0,151,182.0,211,409,211,31.55,21.4,87.8,46.9,13.78,1600.0,Betel Nut,Fennel,Acorn Squash,Canna Lily,Jute (Corchorus capsularis - another variety),Tapioca
67e014d68a14755879d99bfa,22.2,86.7,72,6.1,175,240.0,188,401,188,32.38,21.89,90.53,49.32,13.66,2114.5,Star Fruit,Abiu,Mizuna,Rambutan (Nephelium lappaceum - adaptability considerations),Taro,Bignay
67e014d98a14755879d99bfb,22.2,87.4,27,6.5,125,196.0,180,355,180,32.12,22.76,92.29,51.21,14.81,2068.3,Bird of Paradise (Strelitzia),Spider Lily,Karela (Bitter Gourd - another variety),Ixora,Duku (Lansium domesticum - another variety),Durian
67e014dd8a14755879d99bff,22.3,83.7,436,6.7,157,152.0,382,399,382,31.09,20.89,80.61,45.34,14.4,1675.5,Karela (Bitter Gourd - another variety),Betel Vine,Mustard,Carambola (Starfruit),Noni,Ramphal (Annona reticulata)
67e014e48a14755879d99c04,22.3,83.9,329,6.6,147,172.0,332,400,332,31.77,20.58,83.25,44.78,13.5,1805.7,Imbe,Sugar Beet,Polygonum minus (Kesum),Arugula,Clove,Calabaza
67e014ec8a14755879d99c0d,22.3,84.6,240,6.5,170,216.0,286,395,286,31.83,21.21,89.02,45.99,13.38,1828.1,Colocasia,Chilli,Dolichos Bean (Lablab purpureus - another variety),Solanum macrocarpon (African Eggplant),Calla Lily,Telfairia occidentalis (Fluted Pumpkin)
67e014f28a14755879d99c13,22.3,85.1,218,6.4,225,181.0,249,408,249,31.98,21.21,86.58,46.62,13.47,1665.7,Piper sarmentosum (Wild Betel),Chestnut,Kundru,Arugula,Abiu,Jack Bean
67e014f38a14755879d99c15,22.3,83.6,463,6.6,151,160.0,383,398,383,30.91,20.97,80.07,44.98,14.23,1719.9,Gooseberry,Pili Nut (Canarium ovatum - another variety),Wax Gourd,Malanga,Areca Palm,Ice Cream Bean (Inga edulis - another variety)
67e014f48a14755879d99c16,22.3,85.7,424,6.2,193,211.0,225,390,225,30.9,20.74,86.48,45.96,14.51,1571.4,Cotton,Macadamia Nut,Pineapple,Winged Bean,Chili Pepper,Wheat
67e014f68a14755879d99c17,22.3,85.4,331,5.9,285,342.0,289,377,289,31.61,21.1,86.96,45.81,13.52,1447.5,Rose,Jamun,Drumstick (Moringa oleifera - another variety),Sponge Gourd (Luffa aegyptiaca),Plantain,Soursop
67e014f78a14755879d99c19,22.3,85.3,662,5.9,302,323.0,291,383,291,30.01,19.5,86.81,45.43,13.52,1447.5,Bajra,Arecanut,Bamboo,Malabar Spinach,Pineapple,Canna Lily (Canna indica - another variety)
67e014fa8a14755879d99c1b,22.3,86.3,526,6.1,250,364.0,236,370,236,29.48,20.47,86.03,49.3,13.54,1949.6,Pepper,Bell Pepper,Ixora,Taro,Canna Lily (Canna indica - another variety),Heliconia
67e014fc8a14755879d99c1c,22.3,85.5,495,5.9,211,256.0,274,378,274,30.66,20.25,87.24,45.67,14.14,1494.6,Mesta,Pear,Hazelnut,Ginger (Zingiber officinale - another variety),Monkey Jackfruit,Hubbard Squash
67e014fd8a14755879d99c1d,22.3,86.0,295,6.1,190,193.0,193,399,193,31.56,21.28,87.69,46.3,13.52,1785.9,Duku (Lansium domesticum - another variety),Aonla,Okinawan Sweet Potato,Jute Mallow,Chrysophyllum albidum (African Star Apple),Bouea macrophylla (Gandaria/Plum Mango)
67e014fe8a14755879d99c1e,22.3,86.2,268,6.0,187,200.0,205,417,205,31.68,21.32,88.08,46.0,13.26,1628.2,Bambara Groundnut,Fava Bean,Soursop,Kangkong,Soursop,Teak
67e014ff8a14755879d99c1f,22.3,84.9,230,6.4,161,163.0,281,411,281,31.94,20.82,86.56,46.26,13.58,1872.1,Uapaca kirkiana (Sugarplum),Magnolia champaca (Champak),Chayote Squash,Patchouli,Calabaza,Arecanut
67e015038a14755879d99c20,22.3,86.9,66,6.0,158,189.0,153,365,153,32.4,22.23,91.42,48.78,14.05,1961.1,Alocasia,Star Anise,Bignay,Water Spinach,Costus speciosus (Crepe Ginger),Jaboticaba
67e015048a14755879d99c21,22.3,85.0,200,6.5,172,170.0,274,407,274,32.14,21.08,86.38,45.78,13.53,1745.6,Loquat,Air Potato,Bitter Gourd,Corchorus olitorius (Jute Mallow - another variety),Carambola (Starfruit),Tomato
67e015068a14755879d99c22,22.3,86.6,118,6.0,143,232.0,186,388,186,32.26,22.19,87.57,48.15,13.14,2082.0,Soybean,Alpinia purpurata (Red Ginger),Yautia,Betel Vine,Wax Gourd,Turban Squash
67e015068a14755879d99c23,22.3,87.1,80,6.2,202,220.0,180,359,180,31.74,22.25,92.14,51.48,14.25,2020.1,Durian,Hibiscus sabdariffa (Roselle - another variety),Carambola (Starfruit),Yam,Calabaza,Persicaria odorata (Vietnamese Coriander)
67e015068a14755879d99c24,22.3,87.2,66,6.2,159,229.0,185,363,185,31.92,22.32,92.14,50.97,14.26,2037.2,Sweet Dumpling Squash,Valor Papdi (Luffa acutangula),Dragonfruit,Ice Cream Bean,Teak,Vetiver
67e015078a14755879d99c25,22.3,86.7,99,6.1,142,213.0,202,393,202,32.18,21.95,90.6,48.68,14.05,2083.9,Cassava,Drumstick (Moringa oleifera - another variety),Imbe,Gnetum africanum (Eru/Afang),African Yam Bean,Arecanut
67e0150a8a14755879d99c26,22.3,87.3,53,6.1,151,196.0,166,359,166,32.18,22.39,92.55,49.99,14.39,2034.5,Tomato,Duku (Lansium domesticum - another variety),Alocasia,Alocasia,Torch Ginger,Costus speciosus (Crepe Ginger)
67e0150d8a14755879d99c27,22.3,86.1,259,6.2,182,224.0,205,400,205,31.91,21.06,88.93,45.11,13.11,1700.3,Mung Bean,Chia,Fava Bean,Luffa Gourd,Breadfruit,Tinda (Indian Squash)
67e0150d8a14755879d99c28,22.3,86.4,366,6.1,255,332.0,197,378,197,30.54,21.52,86.12,49.54,13.54,1949.6,Ivy Gourd (Coccinia grandis - another variety),Kepel Apple,Yautia,Baccaurea motleyana (Rambai),Corchorus olitorius (Jute Mallow - another variety),Turban Squash
67e0150e8a14755879d99c29,22.4,83.5,586,6.0,250,375.0,358,387,358,30.37,20.43,77.81,43.53,14.25,1839.3,Orange,Long Pepper,Sisal,Guava,Black Pepper,Taro
67e015158a14755879d99c30,22.4,84.0,322,6.5,149,181.0,341,401,341,32.03,20.82,82.56,44.17,13.25,1841.0,Ylang-Ylang,Marama Bean,Star Anise,Velvet Bean,Langsat (Lansium domesticum - another variety),Ricebean
67e015168a14755879d99c33,22.3,87.5,18,6.6,135,208.0,164,365,164,31.77,22.62,92.52,53.92,14.25,2199.8,Kaempferia galanga (Kencur/Sand Ginger),Lemon Grass,Kanthal,Heliconia,Bignay,Acorn Squash
67e0151c8a14755879d99c38,22.3,85.9,316,6.1,165,204.0,196,400,196,31.6,21.74,85.6,46.28,14.33,1729.0,Plumeria (Frangipani),Burmese Grape,Horse Gram,Cocoa,Ginger,Jenipapo
67e0151d8a14755879d99c39,22.4,84.6,254,6.5,189,177.0,289,413,289,31.97,21.03,82.62,45.03,13.76,1864.4,Ridge Gourd,Coconut,Cupua̤u,Dolichos Bean (Lablab purpureus - another variety),Lagos Spinach,Duku (Lansium domesticum - another variety)
67e0152e8a14755879d99c4a,22.4,86.2,359,6.0,214,242.0,197,413,197,31.23,21.01,87.54,46.02,13.29,1709.9,Tomato,Rice,Mangosteen,Cupua̤u,Solanum macrocarpon (African Eggplant),Guava
67e015318a14755879d99c4e,22.4,86.1,247,6.1,236,195.0,212,404,212,31.98,21.13,88.61,44.68,13.14,1693.3,Drumstick (Moringa oleifera - another variety),Horse Gram,Canna Lily (Canna indica - another variety),Turban Squash,Curry Leaf,Corchorus olitorius (Jute Mallow - another variety)
67e015338a14755879d99c51,22.4,84.5,233,6.6,170,169.0,296,392,296,32.3,20.98,83.79,44.87,13.28,1906.8,Burmese Grape,Ridge Gourd (Luffa acutangula - another variety),Hyacinth Bean (Lablab purpureus - another variety),Soursop,Lagos Spinach,Egusi Melon
67e015388a14755879d99c54,22.4,86.8,93,6.0,198,199.0,183,361,183,31.97,22.12,90.31,49.33,14.2,1943.4,Langsat (Lansium domesticum - another variety),Jack Bean,Spaghetti Squash,Langsat (Lansium domesticum - another variety),Arugula,Alpinia purpurata (Red Ginger)
67e0153a8a14755879d99c56,22.4,87.4,28,6.6,144,212.0,148,380,148,31.93,22.25,93.03,52.69,13.82,2131.6,Persicaria odorata (Vietnamese Coriander),Barringtonia procera (Cutnut),Jute Mallow,Coconut,Basella,Inocarpus fagifer (Tahitian Chestnut)
67e0153b8a14755879d99c57,22.5,83.8,410,6.7,169,165.0,373,403,373,31.43,19.75,83.43,43.08,13.25,1726.6,Soybean,Muskmelon,Mushroom,Canarium ovatum (Pili Nut),Averrhoa bilimbi (Bilimbi/Cucumber Tree),Cupua̤u
67e0153b8a14755879d99c58,22.4,87.3,42,6.3,140,183.0,162,372,162,32.22,22.53,92.1,50.42,14.18,1995.9,Ivy Gourd,Heliconia psittacorum (Parrot's Beak),Soybean,Ginger (Zingiber officinale - another variety),Heliconia,Safou
67e015418a14755879d99c59,22.5,83.6,583,6.8,184,178.0,391,399,391,30.28,19.6,81.49,44.14,14.67,1625.9,Star Anise,Coconut,Plum,Areca Nut,Salak,Kenaf (Hibiscus cannabinus - another variety)
67e015428a14755879d99c5a,22.5,83.5,559,7.0,210,164.0,396,394,396,30.41,19.83,81.62,44.25,14.38,1643.8,Yam,Barley,Areca Palm,Black Pepper,Ramphal (Annona reticulata),Mussaenda
67e015438a14755879d99c5b,22.5,84.3,356,6.2,192,207.0,297,399,297,31.73,20.43,82.51,43.91,13.93,1688.9,Imbe,Paspalum scrobiculatum (Kodo Millet - another variety),French Bean (Phaseolus vulgaris - adaptable),Lotus (Nelumbo nucifera),Pineapple,Barringtonia procera (Cutnut)
67e015438a14755879d99c5c,22.5,83.9,386,6.6,185,172.0,322,411,322,31.69,20.16,84.21,43.61,13.18,1787.4,Bambara Groundnut,Bignay,Rice,Ice Cream Bean (Inga edulis - another variety),Mizuna,Averrhoa bilimbi (Bilimbi/Cucumber Tree)
67e015448a14755879d99c5d,22.5,84.6,360,6.5,179,195.0,318,393,318,31.56,21.18,81.49,45.87,15.23,1843.5,Spiny Gourd,Sitaphal (Annona squamosa),Noni,Carambola (Starfruit),Hubbard Squash,Durian
67e0154a8a14755879d99c5e,22.5,84.7,362,6.4,229,271.0,332,395,332,31.21,21.03,81.0,46.01,15.32,1893.8,Pepper,Marama Bean,Mangosteen (Garcinia mangostana - adaptability considerations),Dacryodes edulis (Safou),Maize,Lagos Spinach
67e0154b8a14755879d99c5f,22.5,84.2,200,6.6,208,210.0,355,422,355,31.46,20.43,82.06,44.24,13.8,1699.8,Arugula,Cacao,Jute,Marama Bean,Mesta,Monkey Jackfruit
67e0154d8a14755879d99c60,22.5,85.1,275,6.5,190,228.0,280,398,280,31.76,20.39,86.55,45.62,13.6,1773.9,Chilli,Muskmelon,Calla Lily,Spider Lily,Celosia argentea (Lagos spinach - another variety),Pineapple
67e0154d8a14755879d99c61,22.5,84.4,357,6.4,197,255.0,307,397,307,31.34,20.11,82.94,44.01,14.04,1799.0,Rubber,Rice,Canna Lily,Pineapple,Yam,Monkey Jackfruit
67e0154e8a14755879d99c63,22.5,85.2,321,6.2,200,222.0,271,401,271,31.78,20.41,87.36,45.25,13.2,1690.8,Soursop,Lentil,Mulberry,Tigernut,Betel Vine,Hibiscus sabdariffa (Roselle - another variety)
67e015548a14755879d99c65,22.5,84.9,331,6.5,236,291.0,305,393,305,31.49,20.94,82.81,45.79,14.32,1931.9,Langsat (Lansium domesticum - another variety),Pili Nut (Canarium ovatum - another variety),Spider Lily,Costus speciosus (Crepe Ginger),Turmeric,Pepper
67e015558a14755879d99c69,22.5,85.4,351,6.3,198,212.0,248,389,248,31.4,20.46,86.64,45.09,13.78,1576.4,Pecan,Valor Papdi (Luffa acutangula),Tigernut,Calabaza,Snake Gourd (Trichosanthes cucumerina - another variety),Egusi Melon
67e015558a14755879d99c6a,22.5,85.0,246,6.4,212,229.0,273,401,273,31.91,21.15,83.91,46.21,14.31,1873.3,Mammee Apple,Marama Bean,Salak,Jute (Corchorus capsularis - another variety),Jaboticaba,Turmeric
67e0155b8a14755879d99c6f,22.5,85.8,257,6.4,215,210.0,217,405,217,31.85,21.29,85.72,45.95,13.24,1793.1,Costus speciosus (Crepe Ginger),Indian Jujube (Ziziphus mauritiana),Chili Pepper,Soursop,Kepel Apple,Arrowroot
67e0156a8a14755879d99c82,22.6,83.7,439,6.9,156,179.0,353,397,353,31.23,20.25,80.05,43.18,14.49,1900.1,Corn,Abiu,Jute,Safou,Acorn Squash,African Yam Bean
67e0156d8a14755879d99c83,22.6,83.8,417,6.8,185,173.0,376,403,376,31.5,19.9,82.52,43.08,13.68,1926.2,Ivy Gourd,Hibiscus sabdariffa (Roselle - another variety),Delicata Squash,Yautia,Noni,Sterculia monosperma (Chinese Chestnut)
67e0156f8a14755879d99c85,22.5,86.9,75,6.1,134,179.0,134,363,134,32.28,22.17,90.41,48.7,14.39,2002.6,Velvet Bean,Burmese Grape,Star Fruit,Opo Squash,Baccaurea motleyana (Rambai),Spider Lily
67e015728a14755879d99c87,22.6,83.9,392,6.7,187,178.0,357,399,357,31.64,19.86,84.04,43.05,13.69,1794.7,Cashew,Lagos Spinach,Groundnut,Kokum,Hubbard Squash,Coconut
67e015778a14755879d99c89,22.6,84.3,383,6.5,159,190.0,329,424,329,31.57,20.36,81.37,43.73,14.42,1687.8,Sweetcorn,Sugar Beet,Xanthosoma,Kaempferia galanga (Kencur/Sand Ginger),Magnolia champaca (Champak),Delicata Squash
67e015788a14755879d99c8a,22.6,84.6,450,6.4,193,245.0,326,394,326,30.78,20.5,81.8,45.81,15.24,1775.5,Hibiscus,Roselle,Tomato,Taro,Cinnamon,Dacryodes edulis (Safou)
67e015788a14755879d99c8b,22.6,85.0,445,6.6,246,328.0,312,374,312,30.24,19.41,84.82,46.14,14.03,1875.6,Moringa,Soybean,Turmeric (Curcuma longa - another variety),Areca Palm,Xanthosoma,Breadfruit
67e0157a8a14755879d99c8c,22.6,84.0,448,6.1,237,282.0,341,383,341,31.05,19.79,82.68,43.27,14.0,1831.2,Lychee,Potato,Bambara Groundnut,Corchorus olitorius (Jute Mallow - another variety),African Yam Bean,Valor Papdi (Luffa acutangula)
67e0157f8a14755879d99c8d,22.6,85.3,416,6.5,241,347.0,303,378,303,31.06,20.25,85.82,44.62,13.3,1754.5,Star Anise,Alpinia purpurata (Red Ginger),Spiny Gourd,Ice Cream Bean (Inga edulis - another variety),Mangosteen (Garcinia mangostana - adaptability considerations),Areca Nut
67e015808a14755879d99c8e,22.6,84.9,479,6.5,147,212.0,330,380,330,30.46,19.88,83.23,45.8,14.34,1952.2,Callaloo,Vanilla,Bacuri,Ixora,Luffa Gourd,Heliconia psittacorum (Parrot's Beak)
67e015808a14755879d99c8f,22.6,85.2,242,6.3,242,297.0,270,386,270,31.99,20.6,87.34,45.35,13.24,1765.8,Mango (Mangifera indica - another variety),Bamboo,Peas,Vetiver,Durian,Tomato
67e015808a14755879d99c90,22.6,84.4,200,6.5,316,263.0,327,408,327,31.57,20.38,81.7,43.39,14.41,1705.4,Pigeonpea,Marjoram,Rambutan (Nephelium lappaceum - adaptability considerations),Jute,Ixora,Lagos Spinach
67e015838a14755879d99c91,22.6,85.8,215,6.3,241,192.0,217,409,217,32.03,21.3,85.87,45.88,12.94,1728.5,Malabar Spinach,Kaempferia galanga (Kencur/Sand Ginger),Malanga,Ice Cream Bean (Inga edulis - another variety),Opo Squash,Durian
67e015868a14755879d99c92,22.6,86.1,197,6.3,193,205.0,200,418,200,32.05,21.57,86.68,45.98,13.22,1665.9,Gongura,Jackfruit,Bengal Gram (Cicer arietinum - another variety),Areca Palm,Cashew,Kepel Apple
67e015878a14755879d99c93,22.6,85.5,267,6.3,214,180.0,246,417,246,31.99,21.24,85.49,44.95,13.28,1467.0,Finger Millet,Ridge Gourd (Luffa acutangula - another variety),Oregano,Sweet Dumpling Squash,Job's Tears,Urad
67e015878a14755879d99c94,22.6,85.1,308,5.9,239,308.0,301,377,301,31.43,20.05,87.3,45.19,13.24,1765.8,Averrhoa bilimbi (Bilimbi/Cucumber Tree),Papaya,Peanut,Dragonfruit,Valor Papdi (Luffa acutangula),Sword Bean
67e015898a14755879d99c96,22.6,85.9,198,6.5,238,235.0,235,401,235,32.08,21.36,86.65,45.61,13.04,1727.4,Jack Bean,Gooseberry,Valor Papdi (Luffa acutangula),Areca Nut,Tinda (Indian Squash),Jute Mallow
67e0158d8a14755879d99c97,22.6,86.6,139,5.9,210,224.0,193,406,193,31.98,22.07,88.53,48.37,13.67,1749.3,Bacuri,Valor Papdi (Luffa acutangula),Job's Tears,Carambola (Starfruit),Black Pepper,Ixora
67e0158d8a14755879d99c98,22.6,86.0,205,6.3,221,214.0,216,411,216,32.0,21.37,86.69,45.67,13.02,1761.5,Pecan,Salak,Betel Nut,Monkey Jackfruit,Turmeric,Malanga
67e0158e8a14755879d99c9a,22.6,86.2,164,6.2,216,202.0,224,419,224,32.35,21.94,85.81,45.37,13.47,1668.2,Durian,Stevia,Tatsoi,Sword Bean,Cinnamon,Persicaria odorata (Vietnamese Coriander)
67e015928a14755879d99c9b,22.6,87.1,73,6.1,146,185.0,142,370,142,31.94,22.1,91.3,50.77,13.97,2068.9,Heliconia psittacorum (Parrot's Beak),Turmeric,Sponge Gourd (Luffa aegyptiaca),Yam,Thunbergia grandiflora (Bengal Clockvine),Kepel Apple
67e015938a14755879d99c9c,22.6,86.7,167,6.1,225,249.0,176,390,176,31.76,22.14,88.17,48.05,14.22,1694.6,Kenaf,Yam,Bamboo,Ginger (Zingiber officinale - another variety),Cocoa,Monkey Jackfruit
67e015948a14755879d99c9f,22.6,84.5,428,6.4,216,203.0,341,418,341,31.16,20.28,82.35,44.1,14.57,1759.2,Noni,Celosia argentea (Lagos spinach - another variety),Macadamia,Dragonfruit,Persicaria odorata (Vietnamese Coriander),Durian
67e015968a14755879d99ca2,22.6,86.8,119,5.9,130,177.0,159,373,159,32.14,22.15,88.69,47.9,13.99,1816.0,Lychee,Kava,Hausa Groundnut,Yautia,Vetiver,Bouea macrophylla (Gandaria/Plum Mango)
67e015a58a14755879d99caf,22.6,86.5,113,6.0,192,202.0,177,404,177,32.3,21.75,89.5,46.75,12.73,1714.7,Indian Jujube (Ziziphus mauritiana),Chickpea,Telfairia occidentalis (Fluted Pumpkin),Cacao,Barringtonia procera (Cutnut),Mammee Apple
67e015a98a14755879d99cb1,22.7,85.0,437,6.5,244,296.0,345,376,345,30.87,19.57,86.02,45.14,13.23,1837.9,Mussaenda,Drumstick,Spaghetti Squash,Callaloo,Acorn Squash,Sweet Dumpling Squash
67e015ab8a14755879d99cb3,22.7,84.3,413,6.5,237,286.0,328,391,328,31.37,20.5,80.39,44.02,14.65,1788.9,Cashew,Basella,Safou,Barringtonia procera (Cutnut),Soursop,Duku (Lansium domesticum - another variety)
67e015af8a14755879d99cb5,22.7,84.1,531,6.6,208,278.0,341,414,341,30.85,19.76,81.6,43.64,14.06,1863.4,Kaempferia galanga (Kencur/Sand Ginger),Alocasia,Sorghum (Sorghum bicolor - another variety),Yautia,Heliconia psittacorum (Parrot's Beak),Cocoa
67e015b28a14755879d99cb7,22.7,84.4,396,6.4,257,298.0,327,389,327,31.49,20.37,81.25,43.59,14.55,1742.4,Pomegranate,Basella,Buckwheat,Sweet Dumpling Squash,Areca Palm,Yautia
67e015b38a14755879d99cb8,22.7,85.4,568,6.5,181,247.0,315,369,315,29.94,19.46,85.11,45.4,12.95,1809.2,Horse Gram,Jasmine (Jasminum sambac),Pumpkin,Arecanut,Bamboo,Persicaria odorata (Vietnamese Coriander)
67e015b38a14755879d99cb9,22.7,85.5,369,6.4,206,224.0,280,401,280,31.32,20.54,83.98,45.28,13.24,1582.0,Chinese Yam,Rose,Canarium ovatum (Pili Nut),Baccaurea motleyana (Rambai),Betel Vine,Corchorus olitorius (Jute Mallow - another variety)
67e015b78a14755879d99cba,22.7,84.8,519,6.4,165,233.0,312,385,312,30.33,20.12,83.04,45.87,14.91,1910.8,Taro,Pili Nut (Canarium ovatum - another variety),Cucumber,Dacryodes edulis (Safou),Kaempferia galanga (Kencur/Sand Ginger),Teak
67e015bb8a14755879d99cbb,22.7,86.1,180,6.5,160,227.0,215,409,215,32.25,21.44,86.36,44.85,13.23,1654.3,Pili Nut (Canarium ovatum - another variety),Delicata Squash,Geocarpa Groundnut,Water Spinach,Callaloo,Coconut
67e015bb8a14755879d99cbc,22.7,86.2,281,6.3,242,289.0,200,388,200,31.6,20.79,86.27,44.72,13.23,1654.3,Ginger,Job's Tears,Mizuna,Malanga,Canna Lily (Canna indica - another variety),Egusi Melon
67e015bc8a14755879d99cbd,22.7,85.7,202,6.4,204,187.0,259,413,259,32.55,21.07,85.26,43.77,13.16,1611.3,Pearl Millet,Sweet Sorghum,Yautia,Black Pepper,Moong,Water Spinach
67e015bc8a14755879d99cbe,22.7,85.6,245,6.4,221,170.0,268,415,268,32.29,20.8,84.87,43.99,13.26,1598.2,Grapes,Geocarpa Groundnut,Pointed Gourd (Trichosanthes dioica - another variety),Yautia,Cocoa,Areca Nut
